file,page,context
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,5,"use. b. Sampling Locations Samples for CBOD5, TSS, Ammonia Nitrogen, Total Phosphorus, Total Copper, Total Arsenic, Total Beryllium, Total Cadmium, Total Silver, Chloride, Sulfate, Acute Toxicity, and Chronic Toxicity shall be taken prior to disinfection. Samples for Fecal Coliform Bacteria, PFOS, Available Cyanide, Total Benzidine, Total Bromomethane, Total Mercury, pH, and Dissolved Oxygen shall be taken after disinfection. The Department may approve alternate sampling locations that are demonstrated by the permittee to be representative of the effluent. c. Quarterly Monitoring and 3x Annual Monitoring Quarterly samples shall be taken during the months of January, April, July, and October. 3x Annual samples shall be taken during the months of January, May, and September. I"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,6,"ally. The monitoring frequency for Total Arsenic, Total Beryllium, Total Cadmium, and Total Silver shall not be reduced to less than quarterly. The Department may revoke the approval for reduced monitoring at any time upon notification to the permittee. g. Monitoring Frequency Reduction for Perfluorooctanesulfonic Acid (PFOS) After the submittal of at least 10 equally spaced sample results obtained over a minimum of three (3) months, the permittee may request, in writing, Department approval of a reduction in monitoring frequency for PFOS. This request shall contain an explanation as to why the reduced monitoring is appropriate. Upon receipt of written approval and consistent with such approval, the permittee may reduce the monitoring frequency indicated in Part I.A.1. of this permit. The monitor"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,6,"y for Total Arsenic, Total Beryllium, Total Cadmium, and Total Silver shall not be reduced to less than quarterly. The Department may revoke the approval for reduced monitoring at any time upon notification to the permittee. g. Monitoring Frequency Reduction for Perfluorooctanesulfonic Acid (PFOS) After the submittal of at least 10 equally spaced sample results obtained over a minimum of three (3) months, the permittee may request, in writing, Department approval of a reduction in monitoring frequency for PFOS. This request shall contain an explanation as to why the reduced monitoring is appropriate. Upon receipt of written approval and consistent with such approval, the permittee may reduce the monitoring frequency indicated in Part I.A.1. of this permit. The monitoring frequen"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,6,"mittee. g. Monitoring Frequency Reduction for Perfluorooctanesulfonic Acid (PFOS) After the submittal of at least 10 equally spaced sample results obtained over a minimum of three (3) months, the permittee may request, in writing, Department approval of a reduction in monitoring frequency for PFOS. This request shall contain an explanation as to why the reduced monitoring is appropriate. Upon receipt of written approval and consistent with such approval, the permittee may reduce the monitoring frequency indicated in Part I.A.1. of this permit. The monitoring frequency for PFOS shall not be reduced to less than annually. The Department may revoke the approval for reduced monitoring at any time upon notification to the permittee. h. Final Effluent Limitation for Total Mercury T"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,6,"ency for PFOS. This request shall contain an explanation as to why the reduced monitoring is appropriate. Upon receipt of written approval and consistent with such approval, the permittee may reduce the monitoring frequency indicated in Part I.A.1. of this permit. The monitoring frequency for PFOS shall not be reduced to less than annually. The Department may revoke the approval for reduced monitoring at any time upon notification to the permittee. h. Final Effluent Limitation for Total Mercury The final limit for total mercury is the Discharge Specific Level Currently Achievable (LCA) based on a multiple discharger variance from the WQBEL of 1.3 ng/l, pursuant to Rule 1103(9) of the Water Quality Standards. Compliance with the LCA shall be determined as a 12-month rolling avera"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,10,", Total 1 ug/l Lindane 0.01 ug/l Lithium, Total 10 ug/l Mercury, Total 0.5 ng/l EPA Method 1631E Nickel, Total 5 ug/l PCB-1016 0.1 ug/l PCB-1221 0.1 ug/l PCB-1232 0.1 ug/l PCB-1242 0.1 ug/l PCB-1248 0.1 ug/l PCB-1254 0.1 ug/l PCB-1260 0.1 ug/l Pentachlorophenol 1.8 ug/l Perfluorooctanesulfonic acid (PFOS) 2.0 ng/l While EPA Method 1633 remains draft, analyses may be performed using that method, or ASTM D7979, or an isotope dilution method (sometimes referred to as Method 537 modified). Once EPA Method 1633 is promulgated, only that method may be used. Perfluorooctanoic acid (PFOA) Perfluorobutanesulfonic acid (PFBS) Phenanthrene 1.0 ug/l Selenium, Total 1.0 ug/l Silver, Total 0.5 ug/l Strontium, Total 1000 ug/l Sulfate 2.0 mg/l Sulfide, Total 20 ug/l Thalliu"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,10,"ug/l Lithium, Total 10 ug/l Mercury, Total 0.5 ng/l EPA Method 1631E Nickel, Total 5 ug/l PCB-1016 0.1 ug/l PCB-1221 0.1 ug/l PCB-1232 0.1 ug/l PCB-1242 0.1 ug/l PCB-1248 0.1 ug/l PCB-1254 0.1 ug/l PCB-1260 0.1 ug/l Pentachlorophenol 1.8 ug/l Perfluorooctanesulfonic acid (PFOS) 2.0 ng/l While EPA Method 1633 remains draft, analyses may be performed using that method, or ASTM D7979, or an isotope dilution method (sometimes referred to as Method 537 modified). Once EPA Method 1633 is promulgated, only that method may be used. Perfluorooctanoic acid (PFOA) Perfluorobutanesulfonic acid (PFBS) Phenanthrene 1.0 ug/l Selenium, Total 1.0 ug/l Silver, Total 0.5 ug/l Strontium, Total 1000 ug/l Sulfate 2.0 mg/l Sulfide, Total 20 ug/l Thallium, Total 1"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"PERMIT NO. MI0020257 Page 13 of 43 PART I Section A. Limitations and Monitoring Requirements 5. Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to reduce and maintain the effluent concentrations of PFOS, PFOA, and PFBS at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Dep"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"PERMIT NO. MI0020257 Page 13 of 43 PART I Section A. Limitations and Monitoring Requirements 5. Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to reduce and maintain the effluent concentrations of PFOS, PFOA, and PFBS at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Department or"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"oring Requirements 5. Pollutant Minimization and Source Evaluation Program for Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to reduce and maintain the effluent concentrations of PFOS, PFOA, and PFBS at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Department or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an appro"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"r Perfluorooctanesulfonic Acid (PFOS), Perfluorooctanoic Acid (PFOA), and Perfluorobutanesulfonic Acid (PFBS) The goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to reduce and maintain the effluent concentrations of PFOS, PFOA, and PFBS at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Department or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for the PFAS analyte"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"goal of the Pollutant Minimization and Source Evaluation Program is to identify and address sources of PFOS, PFOA, and PFBS and to reduce and maintain the effluent concentrations of PFOS, PFOA, and PFBS at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Department or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for the PFAS analyte(s) in exceedance of the WQBEL(s) to proceed toward the goal. The Pollutant Minimization and Source Evaluation Pro"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"at or below the water quality-based effluent limitations (WQBELs). The WQBELs are 12 ng/l for PFOS, 0.28 ug/l for PFOA, and 1,100 ug/l for PFBS. a. Within 90 days of written notification from the Department or after the permittee notifies the Department that final effluent concentrations of PFOS, PFOA, and/or PFBS have exceeded the WQBELs, the permittee shall submit to the Department an approvable Pollutant Minimization and Source Evaluation Program for the PFAS analyte(s) in exceedance of the WQBEL(s) to proceed toward the goal. The Pollutant Minimization and Source Evaluation Program shall include the following: 1) identification of and strategies to identify any potential and probable PFOS, PFOA, and PFBS sources, as applicable; 2) monitoring plan for the permitted facili"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"llutant Minimization and Source Evaluation Program for the PFAS analyte(s) in exceedance of the WQBEL(s) to proceed toward the goal. The Pollutant Minimization and Source Evaluation Program shall include the following: 1) identification of and strategies to identify any potential and probable PFOS, PFOA, and PFBS sources, as applicable; 2) monitoring plan for the permitted facility’s influent and effluent, as well as effluent from suspected sources; 3) implemented measures thus far to eliminate, reduce, and/or control sources, and an assessment of the degree of success and the strategies used to measure success; and 4) proposed measures and implementation schedules for elimination, control, and/or reduction of the identified sources (prioritizing highest loadings and concent"
2023-10-05__5993948840787884044__NPDES Permit-DRAFT for Public Notice_Cadillac WWTP.pdf.pdf,13,"bruary 1 and August 1 of each year following Department approval of the Pollutant Minimization and Source Evaluation Program, the permittee shall submit to the Department a status report for the prior six (6) month period. Status reports shall include: 1) complete list of known or suspected PFOS, PFOA, and PFBS sources, as applicable; 2) summary of influent and effluent monitoring data; 3) summary of monitoring data from known or suspected sources; 4) history and compliance status for sources; 5) implemented measures to eliminate, reduce, or control sources, (prioritizing highest loadings and concentrations), and an assessment of the degree of success and the strategies used to measure success; 6) proposed measures and schedules for elimination, control, or reduction of"
